category,axis,value
0033300001pP9omAAC,Governance,"8.115"
0033300001pP9omAAC,"Operational Excellence","6.274"
0033300001pPJL6AAO,"Business Value","8.4"
0033300001pPJL6AAO,Community,"8.38"
0033300001pPJL6AAO,Enablement,"7.66"
0033300001pPJL6AAO,Foundations,"7.89"
0033300001pPJL6AAO,Governance,"9.14"
0033300001pPJL6AAO,"Operational Excellence","8.424"
0033300001pdZcnAAE,"Business Value","7.3"
0033300001pdZcnAAE,Community,"6.42"
0033300001pdZcnAAE,Enablement,"5.4"
0033300001pdZcnAAE,Foundations,6
0033300001pdZcnAAE,Governance,"7.18"
0033300001pdZcnAAE,"Operational Excellence","6.104"
0033300001pdpOoAAI,"Business Value","8.05"
0033300001pdpOoAAI,Community,"8.24"
0033300001pdpOoAAI,Enablement,8
0033300001pdpOoAAI,Foundations,"2.42"
0033300001pdpOoAAI,Governance,"7.82"
0033300001pdpOoAAI,"Operational Excellence","7.91"
0033300001pe6PIAAY,"Business Value","5.65"
0033300001pe6PIAAY,Community,"4.94"
0033300001pe6PIAAY,Enablement,"4.12"
0033300001pe6PIAAY,Foundations,"6.66"
0033300001pe6PIAAY,Governance,"6.075"
0033300001pe6PIAAY,"Operational Excellence","5.194"
0033300001peRB8AAM,"Business Value",10
0033300001peRB8AAM,Community,10
0033300001peRB8AAM,Enablement,10
0033300001peRB8AAM,Foundations,10
0033300001peRB8AAM,Governance,10
0033300001peRB8AAM,"Operational Excellence",10
0033300001pexcUAAQ,"Business Value",10
0033300001pexcUAAQ,Community,10
0033300001pexcUAAQ,Enablement,10
0033300001pexcUAAQ,Foundations,"8.74"
0033300001pexcUAAQ,Governance,10
0033300001pexcUAAQ,"Operational Excellence",10
0033300001pf0ERAAY,"Business Value",7
0033300001pf0ERAAY,Community,0
0033300001pf0ERAAY,Foundations,"7.86"
0033300001pf0ERAAY,Governance,"3.92"
0033300001pf3LLAAY,"Business Value","4.1"
0033300001pf3LLAAY,Community,"1.58"
0033300001pf3LLAAY,Enablement,"0.8"
0033300001pf3LLAAY,Foundations,"5.39"
0033300001pf3LLAAY,Governance,"4.5"
0033300001pf3LLAAY,"Operational Excellence","3.184"
0033300001pf5nl,"Business Value","4.6"
0033300001pf5nl,Community,"4.84"
0033300001pf5nl,Enablement,"5.1"
0033300001pf5nl,Foundations,"4.55"
0033300001pf5nl,Governance,"5.115"
0033300001pf5nl,"Operational Excellence","4.688"
0033300001pfBpRAAU,"Business Value","8.4"
0033300001pfBpRAAU,Community,"9.04"
0033300001pfBpRAAU,Enablement,"7.92"
0033300001pfBpRAAU,Foundations,"8.22"
0033300001pfBpRAAU,Governance,"7.795"
0033300001pfBpRAAU,"Operational Excellence","7.91"
0033300001pfH5oAAE,"Business Value",2
0033300001pfH5oAAE,Community,"1.42"
0033300001pfH5oAAE,Enablement,"2.12"
0033300001pfH5oAAE,Foundations,"3.54"
0033300001pfH5oAAE,Governance,"2.755"
0033300001pfH5oAAE,"Operational Excellence","2.546"
0033300001pfJcRAAU,"Business Value","4.55"
0033300001pfJcRAAU,Community,"3.56"
0033300001pfJcRAAU,Enablement,"2.48"
0033300001pfJcRAAU,Foundations,"7.11"
0033300001pfJcRAAU,Governance,"2.42"
0033300001pfJcRAAU,"Operational Excellence","3.416"
0033300001pfRo7AAE,"Business Value",9
0033300001pfRo7AAE,Community,9
0033300001pfRo7AAE,Enablement,9
0033300001pfRo7AAE,Foundations,9
0033300001pfRo7AAE,Governance,9
0033300001pfRo7AAE,"Operational Excellence",9
0033300001pfXMrAAM,Foundations,"0.96"
0033300001pg1BLAAY,"Business Value","9.7"
0033300001pg1BLAAY,Community,"6.4"
0033300001pg1BLAAY,Enablement,"8.4"
0033300001pg1BLAAY,Foundations,"9.22"
0033300001pg1BLAAY,Governance,"9.46"
0033300001pg1BLAAY,"Operational Excellence","9.584"
0033300001q9q8GAAQ,"Business Value","1.25"
0033300001q9q8GAAQ,Community,"2.82"
0033300001q9q8GAAQ,Enablement,"4.02"
0033300001q9q8GAAQ,Foundations,"5.24"
0033300001q9q8GAAQ,Governance,"2.805"
0033300001q9q8GAAQ,"Operational Excellence","4.43"
0033300001qA69PAAS,"Business Value",9
0033300001qA69PAAS,Community,9
0033300001qA69PAAS,Enablement,9
0033300001qA69PAAS,Foundations,9
0033300001qA69PAAS,Governance,9
0033300001qA69PAAS,"Operational Excellence",9
0033300001qA8jrAAC,"Business Value","7.7"
0033300001qA8jrAAC,Community,"8.58"
0033300001qA8jrAAC,Enablement,"8.54"
0033300001qA8jrAAC,Foundations,"7.45"
0033300001qA8jrAAC,Governance,"7.755"
0033300001qA8jrAAC,"Operational Excellence","7.688"
0033300001qA8ya,"Business Value",10
0033300001qA8ya,Community,10
0033300001qA8ya,Enablement,10
0033300001qA8ya,Foundations,"9.67"
0033300001qA8ya,Governance,10
0033300001qA8ya,"Operational Excellence",10
0033300001qAQ56AAG,"Business Value",4
0033300001qAQ56AAG,Community,"6.76"
0033300001qAQ56AAG,Enablement,"3.68"
0033300001qAQ56AAG,Foundations,"6.02"
0033300001qAQ56AAG,Governance,"7.345"
0033300001qAQ56AAG,"Operational Excellence","7.688"
0033300001qAZtLAAW,"Business Value","5.6"
0033300001qAZtLAAW,Community,"6.8"
0033300001qAZtLAAW,Enablement,"6.64"
0033300001qAZtLAAW,Foundations,"4.65"
0033300001qAZtLAAW,Governance,"6.975"
0033300001qAZtLAAW,"Operational Excellence","6.96"
0033300001qAfDhAAK,Foundations,"2.33"
0033300001qAq3FAAS,"Business Value","4.35"
0033300001qAq3FAAS,Community,"6.46"
0033300001qAq3FAAS,Enablement,"4.56"
0033300001qAq3FAAS,Foundations,"6.9"
0033300001qAq3FAAS,Governance,"5.085"
0033300001qAq3FAAS,"Operational Excellence","7.208"
0033300001qAtqiAAC,"Business Value","5.2"
0033300001qAtqiAAC,Community,"3.76"
0033300001qAtqiAAC,Enablement,"4.48"
0033300001qAtqiAAC,Foundations,"3.47"
0033300001qAtqiAAC,Governance,"5.37"
0033300001qAtqiAAC,"Operational Excellence","7.376"
0033300001qAyUGAA0,Foundations,"1.14"
0033300001qBDNIAA4,"Business Value","6.2"
0033300001qBDNIAA4,Community,"4.92"
0033300001qBDNIAA4,Enablement,"5.42"
0033300001qBDNIAA4,Foundations,"7.22"
0033300001qBDNIAA4,Governance,"5.415"
0033300001qBDNIAA4,"Operational Excellence","6.766"
0033300001qBXa1AAG,"Business Value","2.15"
0033300001qBXa1AAG,Community,"1.24"
0033300001qBXa1AAG,Enablement,"0.1"
0033300001qBXa1AAG,Foundations,"3.35"
0033300001qBXa1AAG,Governance,"5.355"
0033300001qBXa1AAG,"Operational Excellence","3.648"
0033300001qC8ssAAC,"Business Value","6.3"
0033300001qC8ssAAC,Community,"8.1"
0033300001qC8ssAAC,Enablement,"5.62"
0033300001qC8ssAAC,Foundations,"6.67"
0033300001qC8ssAAC,Governance,"7.535"
0033300001qC8ssAAC,"Operational Excellence","8.052"
0033300001qCAGRAA4,"Business Value","1.95"
0033300001qCAGRAA4,Community,"2.58"
0033300001qCAGRAA4,Enablement,0
0033300001qCAGRAA4,Foundations,"0.89"
0033300001qCAGRAA4,Governance,"2.535"
0033300001qCAGRAA4,"Operational Excellence","5.094"
0033300001qCDwAAAW,"Business Value","8.25"
0033300001qCDwAAAW,Community,"5.8"
0033300001qCDwAAAW,Enablement,"8.42"
0033300001qCDwAAAW,Foundations,"8.79"
0033300001qCDwAAAW,Governance,"8.54"
0033300001qCDwAAAW,"Operational Excellence","7.366"
0033300001qCNMZAA4,"Business Value","3.55"
0033300001qCNMZAA4,Community,"3.08"
0033300001qCNMZAA4,Enablement,"3.2"
0033300001qCNMZAA4,Foundations,"3.38"
0033300001qCNMZAA4,Governance,0
0033300001qCNMZAA4,"Operational Excellence","0.52"
0033300001qCP2cAAG,"Business Value","6.45"
0033300001qCP2cAAG,Community,"5.34"
0033300001qCP2cAAG,Enablement,"4.36"
0033300001qCP2cAAG,Foundations,"7.02"
0033300001qCP2cAAG,Governance,"5.785"
0033300001qCP2cAAG,"Operational Excellence","5.908"
0033300001qCmymAAC,"Business Value","9.15"
0033300001qCmymAAC,Community,"8.72"
0033300001qCmymAAC,Enablement,"9.24"
0033300001qCmymAAC,Foundations,"8.54"
0033300001qCmymAAC,Governance,"9.36"
0033300001qCmymAAC,"Operational Excellence","9.754"
0033300001qD2m2,"Business Value","3.1"
0033300001qD2m2,Community,"3.5"
0033300001qD2m2,Enablement,"5.54"
0033300001qD2m2,Foundations,"4.7"
0033300001qD2m2,Governance,"5.01"
0033300001qD2m2,"Operational Excellence","3.88"
0033300001qDJGeAAO,"Business Value","7.1"
0033300001qDJGeAAO,Community,7
0033300001qDJGeAAO,Enablement,7
0033300001qDJGeAAO,Foundations,"7.1"
0033300001qDJGeAAO,Governance,7
0033300001qDJGeAAO,"Operational Excellence",7
0033300001qDVigAAG,"Business Value",10
0033300001qDVigAAG,Community,10
0033300001qDVigAAG,Enablement,10
0033300001qDVigAAG,Foundations,10
0033300001qDVigAAG,Governance,"9.55"
0033300001qDVigAAG,"Operational Excellence",10
0033300001qlc64AAA,"Business Value",5
0033300001qlc64AAA,Community,"4.72"
0033300001qlc64AAA,Enablement,"2.4"
0033300001qlc64AAA,Foundations,"2.45"
0033300001qlc64AAA,Governance,"0.59"
0033300001qlc64AAA,"Operational Excellence","2.728"
0033300001qldUgAAI,"Business Value",3
0033300001qldUgAAI,Community,"8.06"
0033300001qldUgAAI,Enablement,"7.6"
0033300001qldUgAAI,Foundations,"5.38"
0033300001qldUgAAI,Governance,"6.36"
0033300001qldUgAAI,"Operational Excellence","7.374"
0033300001qnAJhAAM,"Business Value","8.1"
0033300001qnAJhAAM,Community,"9.16"
0033300001qnAJhAAM,Enablement,"7.88"
0033300001qnAJhAAM,Foundations,"8.13"
0033300001qnAJhAAM,Governance,"8.025"
0033300001qnAJhAAM,"Operational Excellence","8.832"
0033300001qnCjeAAE,"Business Value","6.2"
0033300001qnCjeAAE,Community,"1.88"
0033300001qnCjeAAE,Enablement,"3.18"
0033300001qnCjeAAE,Foundations,"5.55"
0033300001qnCjeAAE,Governance,"3.08"
0033300001qnCjeAAE,"Operational Excellence","3.702"
0033300001qngABAAY,"Business Value","8.1"
0033300001qngABAAY,Community,"8.52"
0033300001qngABAAY,Enablement,"9.06"
0033300001qngABAAY,Foundations,"8.79"
0033300001qngABAAY,Governance,"8.91"
0033300001qngABAAY,"Operational Excellence","9.064"
0033300001qoH3rAAE,"Business Value","4.4"
0033300001qoH3rAAE,Community,"3.62"
0033300001qoH3rAAE,Enablement,"2.52"
0033300001qoH3rAAE,Foundations,"6.22"
0033300001qoH3rAAE,Governance,"5.115"
0033300001qoH3rAAE,"Operational Excellence","7.064"
0033300001qoJ0zAAE,"Business Value","7.95"
0033300001qoJ0zAAE,Community,"8.5"
0033300001qoJ0zAAE,Enablement,"7.68"
0033300001qoJ0zAAE,Foundations,8
0033300001qoJ0zAAE,Governance,"7.105"
0033300001qoJ0zAAE,"Operational Excellence","8.792"
0033300001qoKjnAAE,"Business Value","8.5"
0033300001qoKjnAAE,Community,"8.46"
0033300001qoKjnAAE,Enablement,"8.76"
0033300001qoKjnAAE,Foundations,"9.34"
0033300001qoKjnAAE,Governance,"8.77"
0033300001qoKjnAAE,"Operational Excellence","8.908"
0033300001rGELwAAO,Community,8
0033300001rGELwAAO,Enablement,8
0033300001rGELwAAO,"Operational Excellence",8
0033300001rGYUzAAO,"Business Value","7.9"
0033300001rGYUzAAO,Community,8
0033300001rGYUzAAO,Enablement,"9.22"
0033300001rGYUzAAO,Foundations,"9.67"
0033300001rGYUzAAO,Governance,"7.5"
0033300001rGYUzAAO,"Operational Excellence","8.104"
0033300001rHpE9AAK,"Business Value","7.95"
0033300001rHpE9AAK,Enablement,"2.76"
0033300001rHpE9AAK,Foundations,"8.33"
0033300001rHpE9AAK,Governance,"7.91"
0033300001rHpE9AAK,"Operational Excellence","7.39"
0033300001rJo6mAAC,"Business Value",6
0033300001rJo6mAAC,Community,"5.98"
0033300001rJo6mAAC,Enablement,"5.3"
0033300001rJo6mAAC,Foundations,"4.73"
0033300001rJo6mAAC,Governance,"6.105"
0033300001rJo6mAAC,"Operational Excellence","6.286"
0033300001rJxYWAA0,"Business Value","6.4"
0033300001rJxYWAA0,Community,"6.54"
0033300001rJxYWAA0,Enablement,"6.48"
0033300001rJxYWAA0,Foundations,6
0033300001rJxYWAA0,Governance,"8.68"
0033300001rJxYWAA0,"Operational Excellence","8.04"
0033300001rJzbZAAS,"Business Value","4.4"
0033300001rJzbZAAS,Community,"8.78"
0033300001rJzbZAAS,Enablement,"7.14"
0033300001rJzbZAAS,Foundations,"3.79"
0033300001rJzbZAAS,Governance,"4.255"
0033300001rJzbZAAS,"Operational Excellence","5.678"
0033300001rKQsZAAW,"Business Value","7.9"
0033300001rKQsZAAW,Community,"9.8"
0033300001rKQsZAAW,Enablement,"7.58"
0033300001rKQsZAAW,Foundations,"6.98"
0033300001rKQsZAAW,Governance,"6.22"
0033300001rKQsZAAW,"Operational Excellence","6.65"
0033300001rL1wDAAS,"Business Value","6.7"
0033300001rL1wDAAS,Community,"8.3"
0033300001rL1wDAAS,Enablement,"4.46"
0033300001rL1wDAAS,Foundations,"6.78"
0033300001rL1wDAAS,Governance,"5.035"
0033300001rL1wDAAS,"Operational Excellence","6.076"
0033300001rLjHqAAK,"Business Value","8.9"
0033300001rLjHqAAK,Community,"8.46"
0033300001rLjHqAAK,Enablement,"7.8"
0033300001rLjHqAAK,Foundations,"8.88"
0033300001rLjHqAAK,Governance,"8.91"
0033300001rLjHqAAK,"Operational Excellence","8.896"
0033300001rMDrIAAW,"Business Value","7.45"
0033300001rMDrIAAW,Community,8
0033300001rMDrIAAW,Enablement,"7.12"
0033300001rMDrIAAW,Foundations,"8.13"
0033300001rMDrIAAW,Governance,"6.73"
0033300001rMDrIAAW,"Operational Excellence","7.258"
0033300001rMEfPAAW,"Business Value","4.6"
0033300001rMEfPAAW,Community,"6.44"
0033300001rMEfPAAW,Enablement,"6.28"
0033300001rMEfPAAW,Foundations,"5.34"
0033300001rMEfPAAW,Governance,"7.305"
0033300001rMEfPAAW,"Operational Excellence","8.622"
0033300001rMFoTAAW,"Business Value","6.7"
0033300001rMFoTAAW,Community,"4.2"
0033300001rMFoTAAW,Enablement,"4.7"
0033300001rMFoTAAW,Foundations,"6.11"
0033300001rMFoTAAW,Governance,"5.585"
0033300001rMFoTAAW,"Operational Excellence","6.336"
0033300001rvTnmAAE,"Business Value","8.85"
0033300001rvTnmAAE,Community,"8.84"
0033300001rvTnmAAE,Enablement,"7.68"
0033300001rvTnmAAE,Foundations,"9.34"
0033300001rvTnmAAE,Governance,"6.72"
0033300001rvTnmAAE,"Operational Excellence","7.742"
0033300001rvbDZAAY,"Business Value","5.55"
0033300001rvbDZAAY,Community,"4.1"
0033300001rvbDZAAY,Enablement,9
0033300001rvbDZAAY,Foundations,"6.77"
0033300001rvbDZAAY,Governance,"7.515"
0033300001rvbDZAAY,"Operational Excellence","7.592"
0033300001rwAheAAE,"Business Value","6.75"
0033300001rwAheAAE,Community,"8.2"
0033300001rwAheAAE,Enablement,"8.28"
0033300001rwAheAAE,Foundations,"8.68"
0033300001rwAheAAE,Governance,"6.705"
0033300001rwAheAAE,"Operational Excellence","5.492"
0033300001rwAiwAAE,"Business Value","6.3"
0033300001rwAiwAAE,Community,"6.64"
0033300001rwAiwAAE,Enablement,"5.94"
0033300001rwAiwAAE,Foundations,"9.23"
0033300001rwAiwAAE,Governance,"5.165"
0033300001rwAiwAAE,"Operational Excellence","3.638"
0033300001rwDgkAAE,"Business Value","6.45"
0033300001rwDgkAAE,Community,"4.3"
0033300001rwDgkAAE,Enablement,"6.14"
0033300001rwDgkAAE,Foundations,"6.98"
0033300001rwDgkAAE,Governance,"7.46"
0033300001rwDgkAAE,"Operational Excellence","8.726"
0033300001rwEZvAAM,"Business Value",9
0033300001rwEZvAAM,Community,9
0033300001rwEZvAAM,Enablement,9
0033300001rwEZvAAM,Foundations,9
0033300001rwEZvAAM,Governance,"8.885"
0033300001rwEZvAAM,"Operational Excellence",9
0033300001rwewOAAQ,"Business Value","5.6"
0033300001rwewOAAQ,Community,"5.14"
0033300001rwewOAAQ,Enablement,5
0033300001rwewOAAQ,Foundations,"3.99"
0033300001rwewOAAQ,Governance,"4.18"
0033300001rwewOAAQ,"Operational Excellence","4.286"
0033300001rxHWtAAM,"Business Value","8.4"
0033300001rxHWtAAM,Community,"7.8"
0033300001rxHWtAAM,Enablement,"8.44"
0033300001rxHWtAAM,Foundations,"8.79"
0033300001rxHWtAAM,Governance,"8.5"
0033300001rxHWtAAM,"Operational Excellence","7.61"
0033300001rxUGY,"Business Value","6.8"
0033300001rxUGY,Community,"7.36"
0033300001rxUGY,Enablement,"5.28"
0033300001rxUGY,Foundations,"5.46"
0033300001rxUGY,Governance,"5.985"
0033300001rxUGY,"Operational Excellence","5.246"
0033300001rxuJHAAY,Foundations,"2.19"
0033300001rxvdiAAA,"Business Value",9
0033300001rxvdiAAA,Community,"9.8"
0033300001rxvdiAAA,Enablement,"9.12"
0033300001rxvdiAAA,Foundations,8
0033300001rxvdiAAA,Governance,"9.615"
0033300001rxvdiAAA,"Operational Excellence","9.832"
0033300001rxxuf,"Business Value","5.6"
0033300001rxxuf,Community,"8.12"
0033300001rxxuf,Enablement,"6.32"
0033300001rxxuf,Foundations,"4.72"
0033300001rxxuf,Governance,"5.86"
0033300001rxxuf,"Operational Excellence","7.91"
0033300001ryHb8AAE,"Business Value","5.45"
0033300001ryHb8AAE,Community,"2.42"
0033300001ryHb8AAE,Enablement,"3.48"
0033300001ryHb8AAE,Foundations,"5.89"
0033300001ryHb8AAE,Governance,"3.54"
0033300001ryHb8AAE,"Operational Excellence","5.168"
0033300001ryQbrAAE,Foundations,"0.45"
0033300001ryZltAAE,"Business Value","4.1"
0033300001ryZltAAE,Community,4
0033300001ryZltAAE,Enablement,4
0033300001ryZltAAE,Foundations,"4.57"
0033300001ryZltAAE,Governance,4
0033300001ryZltAAE,"Operational Excellence",4
0033300001ryjfsAAA,"Business Value","7.15"
0033300001ryjfsAAA,Community,"7.68"
0033300001ryjfsAAA,Enablement,"7.9"
0033300001ryjfsAAA,Foundations,"7.23"
0033300001ryjfsAAA,Governance,"7.435"
0033300001ryjfsAAA,"Operational Excellence","7.832"
0033300001sNwL7AAK,"Business Value","1.75"
0033300001sNwL7AAK,Community,"2.54"
0033300001sNwL7AAK,Enablement,"2.4"
0033300001sNwL7AAK,Foundations,"3.17"
0033300001sNwL7AAK,Governance,"2.255"
0033300001sNwL7AAK,"Operational Excellence","2.08"
0033300001sO247AAC,"Business Value","5.25"
0033300001sO247AAC,Community,"6.76"
0033300001sO247AAC,Enablement,"5.52"
0033300001sO247AAC,Foundations,"7.33"
0033300001sO247AAC,Governance,"4.915"
0033300001sO247AAC,"Operational Excellence","4.976"
0033300001sO3OxAAK,"Business Value","6.2"
0033300001sO3OxAAK,Community,"8.5"
0033300001sO3OxAAK,Enablement,"5.76"
0033300001sO3OxAAK,Foundations,"3.93"
0033300001sO3OxAAK,Governance,"7.1"
0033300001sO3OxAAK,"Operational Excellence","8.44"
0033300001sSWurAAG,Foundations,"0.96"
0033300001sSbrsAAC,"Business Value","3.85"
0033300001sSbrsAAC,Community,"5.62"
0033300001sSbrsAAC,Enablement,"4.98"
0033300001sSbrsAAC,Foundations,"4.48"
0033300001sSbrsAAC,Governance,"4.46"
0033300001sSbrsAAC,"Operational Excellence","3.95"
0033300001sTiIqAAK,"Business Value","5.15"
0033300001sTiIqAAK,Community,"5.6"
0033300001sTiIqAAK,Enablement,"3.1"
0033300001sTiIqAAK,Foundations,"6.14"
0033300001sTiIqAAK,Governance,"4.1"
0033300001sTiIqAAK,"Operational Excellence",5
0033300001sUlshAAC,"Business Value","4.8"
0033300001sUlshAAC,Community,"5.78"
0033300001sUlshAAC,Enablement,"6.7"
0033300001sUlshAAC,Foundations,"5.91"
0033300001sUlshAAC,Governance,"5.46"
0033300001sUlshAAC,"Operational Excellence","7.628"
0033300001sUyZvAAK,"Business Value","3.45"
0033300001sUyZvAAK,Community,"8.66"
0033300001sUyZvAAK,Enablement,"3.86"
0033300001sUyZvAAK,Foundations,"5.05"
0033300001sUyZvAAK,Governance,"2.36"
0033300001sUyZvAAK,"Operational Excellence","1.742"
0033300001swHmPAAU,"Business Value","6.9"
0033300001swHmPAAU,Community,"6.86"
0033300001swHmPAAU,Enablement,"6.66"
0033300001swHmPAAU,Foundations,"7.33"
0033300001swHmPAAU,Governance,"6.795"
0033300001swHmPAAU,"Operational Excellence","6.518"
0033300001swYK8AAM,"Business Value","6.1"
0033300001swYK8AAM,Community,"4.16"
0033300001swYK8AAM,Enablement,"3.66"
0033300001swYK8AAM,Foundations,"6.88"
0033300001swYK8AAM,Governance,"5.41"
0033300001swYK8AAM,"Operational Excellence","4.714"
0033300001swvSTAAY,"Business Value","8.7"
0033300001swvSTAAY,Community,"9.8"
0033300001swvSTAAY,Enablement,"7.12"
0033300001swvSTAAY,Foundations,"8.02"
0033300001swvSTAAY,Governance,"8.155"
0033300001swvSTAAY,"Operational Excellence","8.208"
0033300001sxFfGAAU,"Business Value",5
0033300001sxFfGAAU,Community,5
0033300001sxFfGAAU,Enablement,5
0033300001sxFfGAAU,Foundations,5
0033300001sxFfGAAU,Governance,5
0033300001sxFfGAAU,"Operational Excellence",5
0033300001sxYQ0AAM,"Business Value","4.95"
0033300001sxYQ0AAM,Community,"5.1"
0033300001sxYQ0AAM,Enablement,"2.6"
0033300001sxYQ0AAM,Foundations,"7.32"
0033300001sxYQ0AAM,Governance,"3.11"
0033300001sxYQ0AAM,"Operational Excellence","3.47"
0033300001sxkUvAAI,"Business Value","5.6"
0033300001sxkUvAAI,Community,"4.38"
0033300001sxkUvAAI,Enablement,"6.94"
0033300001sxkUvAAI,Foundations,"8.1"
0033300001sxkUvAAI,Governance,"5.385"
0033300001sxkUvAAI,"Operational Excellence","6.454"
0033300001syHJRAA2,"Business Value","7.05"
0033300001syHJRAA2,Community,8
0033300001syHJRAA2,Enablement,8
0033300001syHJRAA2,Foundations,"7.88"
0033300001syHJRAA2,Governance,"7.82"
0033300001syHJRAA2,"Operational Excellence","7.896"
0033300001syLdrAAE,"Business Value","6.75"
0033300001syLdrAAE,Community,9
0033300001syLdrAAE,Enablement,"7.32"
0033300001syLdrAAE,Foundations,"4.68"
0033300001syLdrAAE,Governance,"5.14"
0033300001syLdrAAE,"Operational Excellence","5.768"
0033300001syewiAAA,"Business Value",5
0033300001syewiAAA,Community,10
0033300001syewiAAA,Enablement,10
0033300001syewiAAA,Foundations,5
0033300001syewiAAA,Governance,10
0033300001syewiAAA,"Operational Excellence",10
0033300001szmZQAAY,"Business Value",10
0033300001szmZQAAY,Community,10
0033300001szmZQAAY,Enablement,10
0033300001szmZQAAY,Foundations,10
0033300001szmZQAAY,Governance,10
0033300001szmZQAAY,"Operational Excellence",10
0033300001tLeNGAA0,Foundations,"6.79"
0033300001tLmLWAA0,"Business Value","8.6"
0033300001tLmLWAA0,Community,"5.14"
0033300001tLmLWAA0,Enablement,"5.34"
0033300001tLmLWAA0,Foundations,"8.11"
0033300001tLmLWAA0,Governance,"7.485"
0033300001tLmLWAA0,"Operational Excellence","6.766"
0033300001tLq3eAAC,"Business Value","3.8"
0033300001tLq3eAAC,Community,"7.5"
0033300001tLq3eAAC,Enablement,"5.04"
0033300001tLq3eAAC,Foundations,"4.24"
0033300001tLq3eAAC,Governance,"5.04"
0033300001tLq3eAAC,"Operational Excellence","6.57"
0033300001tMCkeAAG,"Business Value",7
0033300001tMCkeAAG,Community,7
0033300001tMCkeAAG,Enablement,"7.4"
0033300001tMCkeAAG,Foundations,"6.78"
0033300001tMCkeAAG,Governance,"7.025"
0033300001tMCkeAAG,"Operational Excellence","6.194"
0033300001tMDVyAAO,"Business Value",2
0033300001tMDVyAAO,Community,"6.16"
0033300001tMDVyAAO,Enablement,"4.1"
0033300001tMDVyAAO,Foundations,"1.94"
0033300001tMDVyAAO,Governance,"1.95"
0033300001tMDVyAAO,"Operational Excellence","6.402"
0033300001tMrV0AAK,"Business Value","5.95"
0033300001tMrV0AAK,Community,"7.12"
0033300001tMrV0AAK,Enablement,"6.74"
0033300001tMrV0AAK,Foundations,"5.12"
0033300001tMrV0AAK,Governance,"5.885"
0033300001tMrV0AAK,"Operational Excellence","6.18"
0033300001tMrn2AAC,"Business Value","2.9"
0033300001tMrn2AAC,Community,"3.34"
0033300001tMrn2AAC,Enablement,2
0033300001tMrn2AAC,Foundations,"4.57"
0033300001tMrn2AAC,Governance,2
0033300001tMrn2AAC,"Operational Excellence",2
0033300001tN6irAAC,"Business Value","8.2"
0033300001tN6irAAC,Community,8
0033300001tN6irAAC,Enablement,"6.54"
0033300001tN6irAAC,Foundations,"7.44"
0033300001tN6irAAC,Governance,"6.935"
0033300001tN6irAAC,"Operational Excellence","7.144"
0033300001tNYWRAA4,"Business Value","9.5"
0033300001tNYWRAA4,Community,"9.22"
0033300001tNYWRAA4,Enablement,"9.58"
0033300001tNYWRAA4,Foundations,10
0033300001tNYWRAA4,Governance,10
0033300001tNYWRAA4,"Operational Excellence","9.792"
0033300001tNiIZAA0,"Business Value","3.4"
0033300001tNiIZAA0,Community,"0.86"
0033300001tNiIZAA0,Enablement,"2.58"
0033300001tNiIZAA0,Foundations,"4.28"
0033300001tNiIZAA0,Governance,"2.075"
0033300001tNiIZAA0,"Operational Excellence","1.416"
0033300001tNnTsAAK,"Business Value","6.9"
0033300001tNnTsAAK,Community,"7.68"
0033300001tNnTsAAK,Enablement,"7.68"
0033300001tNnTsAAK,Foundations,"7.12"
0033300001tNnTsAAK,Governance,"7.33"
0033300001tNnTsAAK,"Operational Excellence","7.726"
0033300001tNwKEAA0,"Business Value","6.8"
0033300001tNwKEAA0,Community,"6.32"
0033300001tNwKEAA0,Enablement,"6.34"
0033300001tNwKEAA0,Foundations,"4.55"
0033300001tNwKEAA0,Governance,"7.04"
0033300001tNwKEAA0,"Operational Excellence","7.182"
0033300001tO9T4AAK,"Business Value","4.25"
0033300001tO9T4AAK,Community,"5.16"
0033300001tO9T4AAK,Enablement,4
0033300001tO9T4AAK,Foundations,"5.56"
0033300001tO9T4AAK,Governance,"4.515"
0033300001tO9T4AAK,"Operational Excellence","6.116"
0033300001taBR1AAM,"Business Value","8.5"
0033300001taBR1AAM,Community,"9.34"
0033300001taBR1AAM,Enablement,"8.68"
0033300001taBR1AAM,Foundations,"7.67"
0033300001taBR1AAM,Governance,"7.91"
0033300001taBR1AAM,"Operational Excellence","8.662"
0033300001taOdDAAU,"Business Value","6.85"
0033300001taOdDAAU,Community,"7.84"
0033300001taOdDAAU,Enablement,"5.26"
0033300001taOdDAAU,Foundations,"8.01"
0033300001taOdDAAU,Governance,"5.205"
0033300001taOdDAAU,"Operational Excellence","5.912"
0033300001tab4yAAA,"Business Value","0.5"
0033300001tab4yAAA,Community,"0.52"
0033300001tab4yAAA,Enablement,"0.2"
0033300001tab4yAAA,Foundations,0
0033300001tab4yAAA,Governance,"0.205"
0033300001tab4yAAA,"Operational Excellence",0
0033300001taiJ5AAI,"Business Value",7
0033300001taiJ5AAI,Community,7
0033300001taiJ5AAI,Enablement,7
0033300001taiJ5AAI,Foundations,7
0033300001taiJ5AAI,Governance,7
0033300001taiJ5AAI,"Operational Excellence",7
0033300001tbHzrAAE,"Business Value","5.85"
0033300001tbHzrAAE,Community,"6.3"
0033300001tbHzrAAE,Enablement,"5.92"
0033300001tbHzrAAE,Foundations,"6.9"
0033300001tbHzrAAE,Governance,"6.37"
