category,axis,value
00Q3300001Fv0C8EAJ,"Business Value","8.3"
00Q3300001Fv0C8EAJ,Community,"8.84"
00Q3300001Fv0C8EAJ,Enablement,"7.02"
00Q3300001Fv0C8EAJ,Foundations,"6.52"
00Q3300001Fv0C8EAJ,Governance,"8.465"
00Q3300001Fv0C8EAJ,"Operational Excellence","8.688"
00Q3300001Fx5K9EAJ,"Business Value","2.9"
00Q3300001Fx5K9EAJ,Community,"2.68"
00Q3300001Fx5K9EAJ,Enablement,"0.68"
00Q3300001Fx5K9EAJ,Foundations,"1.89"
00Q3300001Fx5K9EAJ,Governance,"3.435"
00Q3300001Fx5K9EAJ,"Operational Excellence","3.858"
00Q3300001Fy7VcEAJ,"Business Value","6.1"
00Q3300001Fy7VcEAJ,Community,"7.14"
00Q3300001Fy7VcEAJ,Enablement,"4.56"
00Q3300001Fy7VcEAJ,Foundations,"4.23"
00Q3300001Fy7VcEAJ,Governance,"5.64"
00Q3300001Fy7VcEAJ,"Operational Excellence","6.43"
00Q3300001GO3ncEAD,"Business Value","8.2"
00Q3300001GO3ncEAD,Community,"9.1"
00Q3300001GO3ncEAD,Enablement,"5.74"
00Q3300001GO3ncEAD,Foundations,3
00Q3300001GO3ncEAD,Governance,"4.41"
00Q3300001GO3ncEAD,"Operational Excellence","5.404"
00Q3300001GzaTrEAJ,"Business Value","6.55"
00Q3300001GzaTrEAJ,Community,"9.12"
00Q3300001GzaTrEAJ,Enablement,"8.58"
00Q3300001GzaTrEAJ,Foundations,"5.12"
00Q3300001GzaTrEAJ,Governance,"8.18"
00Q3300001GzaTrEAJ,"Operational Excellence","7.792"
00Q3300001H22j5EAB,"Business Value","5.9"
00Q3300001H22j5EAB,Community,"4.36"
00Q3300001H22j5EAB,Enablement,"4.8"
00Q3300001H22j5EAB,Foundations,"6.65"
00Q3300001H22j5EAB,Governance,"6.385"
00Q3300001H22j5EAB,"Operational Excellence","5.82"
00Q3300001H2yNyEAJ,"Business Value","7.75"
00Q3300001H2yNyEAJ,Community,"7.54"
00Q3300001H2yNyEAJ,Enablement,"6.98"
00Q3300001H2yNyEAJ,Foundations,"6.31"
00Q3300001H2yNyEAJ,Governance,"6.87"
00Q3300001H2yNyEAJ,"Operational Excellence","6.962"
00Q3300001I9APbEAN,"Business Value","7.05"
00Q3300001I9APbEAN,Community,"7.52"
00Q3300001I9APbEAN,Enablement,"5.66"
00Q3300001I9APbEAN,Foundations,"7.13"
00Q3300001I9APbEAN,Governance,"5.435"
00Q3300001I9APbEAN,"Operational Excellence","6.262"
00Q3300001ICWcYEAX,"Business Value","7.8"
00Q3300001ICWcYEAX,Community,"5.38"
00Q3300001ICWcYEAX,Enablement,"3.88"
00Q3300001ICWcYEAX,Foundations,"5.22"
00Q3300001ICWcYEAX,Governance,"8.035"
00Q3300001ICWcYEAX,"Operational Excellence","8.96"
00Q3300001IjKxCEAV,"Business Value","5.4"
00Q3300001IjKxCEAV,Community,"5.4"
00Q3300001IjKxCEAV,Enablement,"6.44"
00Q3300001IjKxCEAV,Foundations,"6.34"
00Q3300001IjKxCEAV,Governance,5
00Q3300001IjKxCEAV,"Operational Excellence","5.688"
00Q3300001IjOhrEAF,"Business Value",10
00Q3300001IjOhrEAF,Community,10
00Q3300001IjOhrEAF,Enablement,10
00Q3300001IjOhrEAF,Foundations,10
00Q3300001IjOhrEAF,Governance,10
00Q3300001IjOhrEAF,"Operational Excellence",10
00Q3300001IkNvhEAF,"Business Value","0.75"
00Q3300001IkNvhEAF,Community,"0.5"
00Q3300001IkNvhEAF,Enablement,"0.6"
00Q3300001IkNvhEAF,Foundations,"0.6"
00Q3300001IkNvhEAF,Governance,"0.45"
00Q3300001IkNvhEAF,"Operational Excellence","0.52"
00Q3300001It1YiEAJ,"Business Value","4.55"
00Q3300001It1YiEAJ,Community,"5.64"
00Q3300001It1YiEAJ,Enablement,"4.9"
00Q3300001It1YiEAJ,Foundations,"6.78"
00Q3300001It1YiEAJ,Governance,"6.37"
00Q3300001It1YiEAJ,"Operational Excellence","5.896"
00Q3300001IuaYtEAJ,"Business Value","6.1"
00Q3300001IuaYtEAJ,Community,"5.66"
00Q3300001IuaYtEAJ,Enablement,"5.02"
00Q3300001IuaYtEAJ,Foundations,"6.67"
00Q3300001IuaYtEAJ,Governance,"5.63"
00Q3300001IuaYtEAJ,"Operational Excellence","6.426"
00Q3300001JN0aPEAT,"Business Value","7.4"
00Q3300001JN0aPEAT,Community,"8.64"
00Q3300001JN0aPEAT,Enablement,"6.88"
00Q3300001JN0aPEAT,Foundations,"7.8"
00Q3300001JN0aPEAT,Governance,"7.64"
00Q3300001JN0aPEAT,"Operational Excellence","6.598"
00Q3300001JO5jREAT,"Business Value","5.2"
00Q3300001JO5jREAT,Community,"7.04"
00Q3300001JO5jREAT,Enablement,"2.84"
00Q3300001JO5jREAT,Foundations,"7.02"
00Q3300001JO5jREAT,Governance,"6.165"
00Q3300001JO5jREAT,"Operational Excellence","4.766"
00Q3300001JdgUSEAZ,"Business Value","0.1"
00Q3300001JdgUSEAZ,Community,"0.68"
00Q3300001JdgUSEAZ,Enablement,"0.8"
00Q3300001JdgUSEAZ,Foundations,"3.13"
00Q3300001JdgUSEAZ,Governance,"0.27"
00Q3300001JdgUSEAZ,"Operational Excellence","0.624"
00Q3300001K8NyBEAV,"Business Value","5.9"
00Q3300001K8NyBEAV,Community,"6.14"
00Q3300001K8NyBEAV,Enablement,"3.82"
00Q3300001K8NyBEAV,Foundations,"5.99"
00Q3300001K8NyBEAV,Governance,5
00Q3300001K8NyBEAV,"Operational Excellence",5
00Q3300001NqyEmEAJ,"Business Value","2.35"
00Q3300001NqyEmEAJ,Community,0
00Q3300001NqyEmEAJ,Enablement,"0.42"
00Q3300001NqyEmEAJ,Foundations,"1.15"
00Q3300001NqyEmEAJ,Governance,"0.09"
00Q3300001NqyEmEAJ,"Operational Excellence",0
00Q3300001NyEiAEAV,"Business Value","7.8"
00Q3300001NyEiAEAV,Community,"7.88"
00Q3300001NyEiAEAV,Enablement,"6.8"
00Q3300001NyEiAEAV,Foundations,"8.55"
00Q3300001NyEiAEAV,Governance,"5.215"
00Q3300001NyEiAEAV,"Operational Excellence","4.48"
00Q3300001NyZ2lEAF,"Business Value","1.05"
00Q3300001NyZ2lEAF,Foundations,"7.02"
00Q3300001NzYfTEAV,"Business Value","8.7"
00Q3300001NzYfTEAV,Community,"8.42"
00Q3300001NzYfTEAV,Enablement,"8.46"
00Q3300001NzYfTEAV,Foundations,"8.34"
00Q3300001NzYfTEAV,Governance,"8.705"
00Q3300001NzYfTEAV,"Operational Excellence","8.298"
00Q3300001O0x7FEAR,"Business Value","6.7"
00Q3300001O0x7FEAR,Community,"9.68"
00Q3300001O0x7FEAR,Enablement,"9.42"
00Q3300001O0x7FEAR,Foundations,"8.46"
00Q3300001O0x7FEAR,Governance,"9.525"
00Q3300001O0x7FEAR,"Operational Excellence","9.61"
00Q3300001OaBdkEAF,"Business Value",7
00Q3300001OaBdkEAF,Community,"6.24"
00Q3300001OaBdkEAF,Enablement,"5.9"
00Q3300001OaBdkEAF,Foundations,7
00Q3300001OaBdkEAF,Governance,"6.82"
00Q3300001OaBdkEAF,"Operational Excellence","6.286"
00Q3300001Pak9FEAR,"Business Value","8.6"
00Q3300001Pak9FEAR,Community,"7.76"
00Q3300001Pak9FEAR,Enablement,"6.42"
00Q3300001Pak9FEAR,Foundations,"7.78"
00Q3300001Pak9FEAR,Governance,"8.68"
00Q3300001Pak9FEAR,"Operational Excellence","8.154"
00Q3300001PaxrKEAR,"Business Value","8.65"
00Q3300001PaxrKEAR,Community,"9.7"
00Q3300001PaxrKEAR,Enablement,"9.76"
00Q3300001PaxrKEAR,Foundations,"9.34"
00Q3300001PaxrKEAR,Governance,"8.18"
00Q3300001PaxrKEAR,"Operational Excellence","9.428"
00Q4000000KJxVtEAL,"Business Value","6.95"
00Q4000000KJxVtEAL,Community,"6.06"
00Q4000000KJxVtEAL,Enablement,"5.16"
00Q4000000KJxVtEAL,Foundations,"6.55"
00Q4000000KJxVtEAL,Governance,"4.975"
00Q4000000KJxVtEAL,"Operational Excellence",6
00Q4000000SrxyaEAB,"Business Value",10
00Q4000000SrxyaEAB,Community,10
00Q4000000SrxyaEAB,Enablement,10
00Q4000000SrxyaEAB,Foundations,10
00Q4000000SrxyaEAB,Governance,10
00Q4000000SrxyaEAB,"Operational Excellence","8.96"
00Q4000000Tbo32EAB,"Business Value","7.2"
00Q4000000Tbo32EAB,Community,"6.34"
00Q4000000Tbo32EAB,Enablement,"4.62"
00Q4000000Tbo32EAB,Foundations,"8.23"
00Q4000000Tbo32EAB,Governance,"6.805"
00Q4000000Tbo32EAB,"Operational Excellence","7.144"
00Q4000000UzjegEAB,"Business Value","5.1"
00Q4000000UzjegEAB,Community,5
00Q4000000UzjegEAB,Enablement,"5.1"
00Q4000000UzjegEAB,Foundations,"4.77"
00Q4000000UzjegEAB,Governance,"5.565"
00Q4000000UzjegEAB,"Operational Excellence","5.402"
00Q4000000ePlhAEAS,"Business Value","3.4"
00Q4000000ePlhAEAS,Community,"2.52"
00Q4000000ePlhAEAS,Enablement,"2.42"
00Q4000000ePlhAEAS,Foundations,"2.69"
00Q4000000ePlhAEAS,Governance,"2.96"
00Q4000000ePlhAEAS,"Operational Excellence","3.196"
00Q4000000ghR7cEAE,"Business Value","6.5"
00Q4000000ghR7cEAE,Community,"7.46"
00Q4000000ghR7cEAE,Enablement,"9.4"
00Q4000000ghR7cEAE,Foundations,"5.44"
00Q4000000ghR7cEAE,Governance,"8.795"
00Q4000000ghR7cEAE,"Operational Excellence",10
00Q4000000jLuxxEAC,"Business Value","2.5"
00Q4000000jLuxxEAC,Community,2
00Q4000000jLuxxEAC,Enablement,"1.9"
00Q4000000jLuxxEAC,Foundations,"3.33"
00Q4000000jLuxxEAC,Governance,"2.55"
00Q4000000jLuxxEAC,"Operational Excellence","2.728"
00Q4000000juxuzEAA,"Business Value","7.95"
00Q4000000juxuzEAA,Community,"8.34"
00Q4000000juxuzEAA,Enablement,"9.44"
00Q4000000juxuzEAA,Foundations,"7.69"
00Q4000000juxuzEAA,Governance,"8.32"
00Q4000000juxuzEAA,"Operational Excellence","9.194"
00Q4000000l7QjIEAU,"Business Value","6.05"
00Q4000000l7QjIEAU,Community,"3.5"
00Q4000000l7QjIEAU,Enablement,"1.2"
00Q4000000l7QjIEAU,Foundations,"7.03"
00Q4000000l7QjIEAU,Governance,"2.815"
00Q4000000l7QjIEAU,"Operational Excellence","2.158"
00Q4000000m5fVFEAY,"Business Value","8.45"
00Q4000000m5fVFEAY,Community,4
00Q4000000m5fVFEAY,Enablement,"2.06"
00Q4000000m5fVFEAY,Foundations,"5.93"
00Q4000000m5fVFEAY,Governance,"4.43"
00Q4000000m5fVFEAY,"Operational Excellence","5.216"
00Q4000000nAoCTEA0,"Business Value","6.15"
00Q4000000nAoCTEA0,Community,"7.04"
00Q4000000nAoCTEA0,Enablement,"7.78"
00Q4000000nAoCTEA0,Foundations,"8.56"
00Q4000000nAoCTEA0,Governance,"7.86"
00Q4000000nAoCTEA0,"Operational Excellence","8.636"
00Q4000000oevLFEAY,"Business Value","3.75"
00Q4000000oevLFEAY,Community,"7.62"
00Q4000000oevLFEAY,Enablement,"5.56"
00Q4000000oevLFEAY,Foundations,"5.6"
00Q4000000oevLFEAY,Governance,"4.36"
00Q4000000oevLFEAY,"Operational Excellence","5.104"
00Q4000000s9dJbEAI,"Business Value","8.3"
00Q4000000s9dJbEAI,Community,"9.32"
00Q4000000s9dJbEAI,Enablement,"8.88"
00Q4000000s9dJbEAI,Foundations,"8.57"
00Q4000000s9dJbEAI,Governance,"8.18"
00Q4000000s9dJbEAI,"Operational Excellence","9.48"
00Q4000000vlD9SEAU,"Business Value","4.4"
00Q4000000vlD9SEAU,Community,"3.72"
00Q4000000vlD9SEAU,Enablement,"1.4"
00Q4000000vlD9SEAU,Foundations,"5.14"
00Q4000000vlD9SEAU,Governance,"3.96"
00Q4000000vlD9SEAU,"Operational Excellence","5.912"
00Q4000000wlDzyEAE,Community,"6.02"
00Q4000000wlDzyEAE,Enablement,"5.74"
00Q4000000wlDzyEAE,Governance,"6.025"
00Q4000000wlDzyEAE,"Operational Excellence","4.752"
00Q40000011BpL4EAK,Foundations,"1.48"
00Q40000011gertEAA,"Business Value","8.55"
00Q40000011gertEAA,Community,"4.64"
00Q40000011gertEAA,Enablement,"4.58"
00Q40000011gertEAA,Foundations,"6.65"
00Q40000011gertEAA,Governance,"6.37"
00Q40000011gertEAA,"Operational Excellence","6.714"
00Q400000138boiEAA,"Business Value","8.65"
00Q400000138boiEAA,Community,"4.06"
00Q400000138boiEAA,Enablement,"5.98"
00Q400000138boiEAA,Foundations,"8.57"
00Q400000138boiEAA,Governance,"5.795"
00Q400000138boiEAA,"Operational Excellence","5.546"
00Q40000013ASuFEAW,"Business Value","7.95"
00Q40000013ASuFEAW,Community,"7.42"
00Q40000013ASuFEAW,Enablement,"8.42"
00Q40000013ASuFEAW,Foundations,"6.9"
00Q40000013ASuFEAW,Governance,"7.795"
00Q40000013ASuFEAW,"Operational Excellence","7.44"
